name,email,subemail,affiliationid
Technion,technion.ac.il,cs.technion.ac.il,t.technion.ac.il
Deakin University,deakin.edu.au,deakin.edu.au,du.deakin.edu.au
,,dim.uchile.cl,
Osaka University,osaka-u.ac.jp,econ.osaka-u.ac.jp,ou.osaka-u.ac.jp
中央研究院,sinica.edu.tw,econ.sinica.edu.tw,中.sinica.edu.tw
Goethe University Frankfurt,uni-frankfurt.de,econ.uni-frankfurt.de,guf.uni-frankfurt.de
University of Mannheim,uni-mannheim.de,econ.uni-mannheim.de,uom.uni-mannheim.de
University of Queensland,uq.edu.au,economics.uq.edu.au,uoq.uq.edu.au
,,ehu.eus,
Eastern Michigan University,emich.edu,emich.edu,emu.emich.edu
,,ensai.fr,
Federal Trade Commission,ftc.gov,ftc.gov,ftc.ftc.gov
"University of California, Los Angeles",ucla.edu,g.ucla.edu,uocla.ucla.edu
,,handelsbanken.se,
Aalto University,aalto.fi,hut.fi,au.aalto.fi
Technion,technion.ac.il,ie.technion.ac.il,t.technion.ac.il
"Indian Institute of Management, Calcutta",iimcal.ac.in,iimcal.ac.in,iiomc.iimcal.ac.in
Illinois Institute of Technology,iit.edu,iit.edu,iiot.iit.edu
Technical University of Munich,tum.de,in.tum.de,tuom.tum.de
,,inrae.fr,
University of British Columbia,ubc.ca,math.ubc.ca,uobc.ubc.ca
Saarland University,uni-saarland.de,math.uni-sb.de,su.uni-saarland.de
University of Sydney,sydney.edu.au,maths.usyd.edu.au,uos.sydney.edu.au
,,mystenlabs.com,
London School of Economics,lse.ac.uk,nash.lse.ac.uk,lsoe.lse.ac.uk
NED University of Engineering and Technology,neduet.edu.pk,neduet.edu.pk,nuoeat.neduet.edu.pk
Universiti Teknologi PETRONAS,petronas.com.my,petronas.com.my,utp.petronas.com.my
"University of California, Santa Barbara",ucsb.edu,pstat.ucsb.edu,uocsb.ucsb.edu
,,smudde.edu.in,
Scuola Normale Superiore,sns.it,sns.it,sns.sns.it
Duke University,duke.edu,soc.duke.edu,du.duke.edu
University of Bern,unibe.ch,stat.unibe.ch,uob.unibe.ch
University of Perugia,unipg.it,stat.unipg.it,uop.unipg.it
University of Oxford,ox.ac.uk,stats.ox.ac.uk,uoo.ox.ac.uk
,,ufpe.br,
,,um.edu.uy,
,,uma.es,
Bielefeld University,uni-bielefeld.de,uni-bielefeld.de,bu.uni-bielefeld.de
Heidelberg University,uni-heidelberg.de,uni-hd.de,hu.uni-heidelberg.de
University of Tübingen,uni-tuebingen.de,uni-tuebingen.de,uot.uni-tuebingen.de
University of Milano-Bicocca,unimib.it,unimib.it,uom.unimib.it
University of Siena,unisi.it,unisi.it,uos.unisi.it
,,univ-paris1.fr,
University of Verona,univr.it,univr.it,uov.univr.it
Universidad Pablo de Olavide,upo.es,upo.es,updo.upo.es
University of Twente,utwente.nl,utwente.nl,uot.utwente.nl
,,volij.co.il,
University of Mannheim,uni-mannheim.de,vwl.uni-mannheim.de,uom.uni-mannheim.de
Asian Development Bank,adb.org,adb.org,adb.adb.org
Adobe Inc,adobe.com,adobe.com,ai.adobe.com
,,aercafrica.org,
,,afpc.org,
AgroParisTech,agroparistech.fr,agroparistech.fr,a.agroparistech.fr
,,aier.org,
American Institutes for Research,air.org,air.org,aifr.air.org
University at Albany,albany.edu,albany.edu,uaa.albany.edu
,,alexander-ludwig.com,
European University Institute,eui.eu,alumni.eui.eu,eui.eui.eu
Princeton University,princeton.edu,alumni.princeton.edu,pu.princeton.edu
,,aph.gov.au,
,,asapp.com,
Aarhus University,au.dk,asb.dk,au.au.dk
,,ashoka.edu.in,
,,atmosfera.unam.mx,
,,avl.com,
,,bangla.net,
,,barclays.com,
Columbia University,columbia.edu,barnard.edu,cu.columbia.edu
,,bbva.com,
Bowling Green State University,bgsu.edu,bgsu.edu,bgsu.bgsu.edu
Bilkent University,bilkent.edu.tr,bilkent.edu.tr,bu.bilkent.edu.tr
US Bureau of Labor Statistics,bls.gov,bls.gov,ubols.bls.gov
,,bof.fi,
,,bofa.com,
,,boi.org.il,
Bogazici University,boun.edu.tr,boun.edu.tr,bu.boun.edu.tr
Bowie State University,bowiestate.edu,bowiestate.edu,bsu.bowiestate.edu
BRAC University,bracu.ac.bd,bracu.ac.bd,bu.bracu.ac.bd
University of Oxford,ox.ac.uk,bsg.ox.ac.uk,uoo.ox.ac.uk
Carleton College,carleton.edu,carleton.edu,cc.carleton.edu
,,cbb.gov.bh,
"Northeastern University, Boston",neu.edu,ccs.neu.edu,nub.neu.edu
Centre College,centre.edu,centre.edu,cc.centre.edu
Ohio State University,osu.edu,cfaes.osu.edu,osu.osu.edu
Center for Global Development,cgdev.org,cgdev.org,cfgd.cgdev.org
University of Pennsylvania,upenn.edu,cis.upenn.edu,uop.upenn.edu
Clarkson University,clarkson.edu,clarkson.edu,cu.clarkson.edu
,,cliometrie.org,
Central Michigan University,cmich.edu,cmich.edu,cmu.cmich.edu
New York University,nyu.edu,cns.nyu.edu,nyu.nyu.edu
,,coleridgeinitiative.org,
Colgate University,colgate.edu,colgate.edu,cu.colgate.edu
,,colmex.mx,
University of Oxford,ox.ac.uk,compas.ox.ac.uk,uoo.ox.ac.uk
,,core.ucl.ac.be,
,,creativedestructionlab.com,
City University of New York,cuny.edu,csi.cuny.edu,cuony.cuny.edu
,,csp.edu,
"National Central University, Taiwan",ncu.edu.tw,csrsr.ncu.edu.tw,ncut.ncu.edu.tw
,,ctrpfp.ac.in,
,,cunef.edu,
,,danariely.com,
Max Planck Institute for Demographic Research,demogr.mpg.de,demogr.mpg.de,mpifdr.demogr.mpg.de
Denison University,denison.edu,denison.edu,du.denison.edu
University of Pennsylvania,upenn.edu,design.upenn.edu,uop.upenn.edu
,,dial.prd.fr,
Nederlandsche Bank,dnb.nl,dnb.nl,nb.dnb.nl
University of Brescia,unibs.it,eco.unibs.it,uob.unibs.it
,,econ.core.hu,
Georgia Institute of Technology,gatech.edu,econ.gatech.edu,giot.gatech.edu
University of British Columbia,ubc.ca,econ.ubc.ca,uobc.ubc.ca
University of Bergen,uib.no,econ.uib.no,uob.uib.no
,,econhist.vwl.uni-muenchen.de,
National University of La Plata,unlp.edu.ar,econo.unlp.edu.ar,nuolp.unlp.edu.ar
Environmental Defense Fund,edf.org,edf.org,edf.edf.org
Rutgers University,rutgers.edu,ejb.rutgers.edu,ru.rutgers.edu
Lund University,lu.se,ekh.lu.se,lu.lu.se
,,elmarmertens.com,
US Environmental Protection Agency,epa.gov,epa.gov,uepa.epa.gov
Electric Power Research Institute,epri.com,epri.com,epri.epri.com
,,equitablegrowth.org,
US Department of Agriculture,usda.gov,ers.usda.gov,udoa.usda.gov
,,escp.eu,
Erasmus University Rotterdam,eur.nl,eshpm.eur.nl,eur.eur.nl
ESMT European School of Management and Technology,esmt.org,esmt.org,eesomat.esmt.org
University of Exeter,exeter.ac.uk,ex.ac.uk,uoe.exeter.ac.uk
University of Erlangen-Nuremberg,uni-erlangen.de,fau.de,uoe.uni-erlangen.de
Facebook Inc.,fb.com,fb.com,fi.fb.com
,,fdic.gov,
VU University Amsterdam,vu.nl,feweb.vu.nl,vua.vu.nl
,,foundationmedicine.com,
University of Porto,up.pt,fpce.up.pt,uop.up.pt
University of Oslo,uio.no,frisch.uio.no,uoo.uio.no
,,fucam.ac.be,
"California State University, Fullerton",fullerton.edu,fullerton.edu,csuf.fullerton.edu
Rochester Institute of Technology,rit.edu,g.rit.edu,riot.rit.edu
,,gate.cnrs.fr,
General Electric,ge.com,ge.com,ge.ge.com
Grand Valley State University,gvsu.edu,gvsu.edu,gvsu.gvsu.edu
Hamilton College,hamilton.edu,hamilton.edu,hc.hamilton.edu
Hertie School of Governance,hertie-school.org,hertie-school.org,hsog.hertie-school.org
,,hhu.de,
,,honor.education,
Howard University,howard.edu,howard.edu,hu.howard.edu
,,huynh.tv,
Heriot-Watt University,hw.ac.uk,hw.ac.uk,hu.hw.ac.uk
,,ibero.mx,
,,idinsight.org,
Hitotsubashi University,hit-u.ac.jp,ier.hit-u.ac.jp,hu.hit-u.ac.jp
IESEG School of Management,ieseg.fr,ieseg.fr,isom.ieseg.fr
,,iima.ac.in,
Hitotsubashi University,hit-u.ac.jp,iir.hit-u.ac.jp,hu.hit-u.ac.jp
Illinois State University,ilstu.edu,ilstu.edu,isu.ilstu.edu
,,imfs-frankfurt.de,
,,inebraska.com,
Institute of Education,ioe.ac.uk,ioe.ac.uk,ioe.ioe.ac.uk
,,ip.mpg.de,
,,ipp.eu,
University of Central Florida,ucf.edu,ist.ucf.edu,uocf.ucf.edu
International Union for Conservation of Nature,iucn.org,iucn.org,iufcon.iucn.org
,,jcsuarez.com,
,,jec.senate.gov,
Johns Hopkins University,jhu.edu,jhmi.edu,jhu.jhu.edu
City University of New York,cuny.edu,jjay.cuny.edu,cuony.cuny.edu
Jinan University,jnu.edu.cn,jnu.edu.cn,ju.jnu.edu.cn
,,jpmchase.com,
Kenyon College,kenyon.edu,kenyon.edu,kc.kenyon.edu
ETH Zürich,ethz.ch,kof.ethz.ch,ez.ethz.ch
,,kolsrud.se,
University of Kansas,ku.edu,kumc.edu,uok.ku.edu
University of Wisconsin-Madison,wisc.edu,lafollette.wisc.edu,uow.wisc.edu
,,lahoreschool.edu.pk,
Columbia University,columbia.edu,law.columbia.edu,cu.columbia.edu
Duke University,duke.edu,law.duke.edu,du.duke.edu
Loughborough University,lboro.ac.uk,lboro.ac.uk,lu.lboro.ac.uk
University of Leeds,leeds.ac.uk,leeds.ac.uk,uol.leeds.ac.uk
University of Leicester,le.ac.uk,leicester.ac.uk,uol.le.ac.uk
Le Moyne College,lemoyne.edu,lemoyne.edu,lmc.lemoyne.edu
,,lingayasuniversity.edu.in,
Loyola Marymount University,lmu.edu,lls.edu,lmu.lmu.edu
Loyola Marymount University,lmu.edu,lmu.edu,lmu.lmu.edu
Macalester College,macalester.edu,macalester.edu,mc.macalester.edu
,,mail.house.gov,
Xidian University,xidian.edu.cn,mail.xidian.edu.cn,xu.xidian.edu.cn
University of South Carolina,sc.edu,mailbox.sc.edu,uosc.sc.edu
,,manhattan-institute.org,
Marshall University,marshall.edu,marshall.edu,mu.marshall.edu
College of William and Mary,wm.edu,mason.wm.edu,cowam.wm.edu
University of Toronto,utoronto.ca,math.toronto.edu,uot.utoronto.ca
University of Oxford,ox.ac.uk,maths.ox.ac.uk,uoo.ox.ac.uk
Dalhousie University,dal.ca,mathstat.dal.ca,du.dal.ca
Mayo Clinic,mayo.edu,mayo.edu,mc.mayo.edu
,,mea.mpisoc.mpg.de,
University of Michigan,umich.edu,med.umich.edu,uom.umich.edu
University of Vermont,uvm.edu,med.uvm.edu,uov.uvm.edu
University of Memphis,memphis.edu,memphis.edu,uom.memphis.edu
University of Oxford,ox.ac.uk,merton.ox.ac.uk,uoo.ox.ac.uk
,,mku.edu.tr,
,,mof.gov.ae,
,,mojo.com,
Morgan State University,morgan.edu,morgan.edu,msu.morgan.edu
,,morganstanley.com,
Hebrew University of Jerusalem,huji.ac.il,mscc.huji.ac.il,huoj.huji.ac.il
Memorial Sloan Kettering Cancer Center,mskcc.org,mskcc.org,mskcc.mskcc.org
National Chengchi University,nccu.edu.tw,nccu.edu.tw,ncu.nccu.edu.tw
National Chi Nan University,ncnu.edu.tw,ncnu.edu.tw,ncnu.ncnu.edu.tw
NEOMA Business School,neoma-bs.fr,neoma-bs.fr,nbs.neoma-bs.fr
,,nera.com,
Rutgers University,rutgers.edu,newark.rutgers.edu,ru.rutgers.edu
Norwegian University of Life Sciences,umb.no,nmbu.no,nuols.umb.no
University of Nottingham Ningbo China,nottingham.edu.cn,nottingham.edu.cn,uonnc.nottingham.edu.cn
"National Research Council, Canada",nrc-cnrc.gc.ca,nrc.ca,nrcc.nrc-cnrc.gc.ca
,,nu.edu.eg,
"National University of Ireland, Galway",nuigalway.ie,nuigalway.ie,nuoig.nuigalway.ie
Oberlin College,oberlin.edu,oberlin.edu,oc.oberlin.edu
Ohio University,ohio.edu,ohio.edu,ou.ohio.edu
,,omar.ec,
,,openphilanthropy.org,
University of Oxford,ox.ac.uk,ouce.ox.ac.uk,uoo.ox.ac.uk
,,owenscorning.com,
Ohio Wesleyan University,owu.edu,owu.edu,owu.owu.edu
University of Oxford,ox.ac.uk,oxfordmartin.ox.ac.uk,uoo.ox.ac.uk
University of Florida,ufl.edu,peds.ufl.edu,uof.ufl.edu
,,penquest.com,
,,perfectrec.com,
"University of California, Los Angeles",ucla.edu,polisci.ucla.edu,uocla.ucla.edu
Population Council,popcouncil.org,popcouncil.org,pc.popcouncil.org
,,ppic.org,
University of Southern California,usc.edu,price.usc.edu,uosc.usc.edu
,,psi.gov.et,
University of Gothenburg,gu.se,psy.gu.se,uog.gu.se
,,psych.duhs.duke.edu,
University of Pennsylvania,upenn.edu,psych.upenn.edu,uop.upenn.edu
City University of New York,cuny.edu,qc.cuny.edu,cuony.cuny.edu
,,randeurope.org,
Reed College,reed.edu,reed.edu,rc.reed.edu
,,res.otaru-uc.ac.jp,
Rider University,rider.edu,rider.edu,ru.rider.edu
,,rmcsinc.com,
"RMIT University, Melbourne",rmit.edu.au,rmit.edu.au,rum.rmit.edu.au
,,ruralinnovation.us,
Salisbury University,salisbury.edu,salisbury.edu,su.salisbury.edu
,,scipolicy.com,
,,scrippscollege.edu,
San Diego State University,sdsu.edu,sdsu.edu,sdsu.sdsu.edu
Seattle University,seattleu.edu,seattleu.edu,su.seattleu.edu
,,sh.se,
Sam Houston State University,shsu.edu,shsu.edu,shsu.shsu.edu
,,social.mpg.de,
,,socialresearch.no,
,,spbu.ru,
,,ssa.gov,
Scuola Superiore Sant'Anna,sssup.it,sssup.it,sss.sssup.it
University of St Andrews,st-andrews.ac.uk,st-and.ac.uk,uosa.st-andrews.ac.uk
University of Indonesia,ui.ac.id,staff.ui.ac.id,uoi.ui.ac.id
,,standish.com,
,,statistik.tu-dortmund.de,
St. Cloud State University,stcloudstate.edu,stcloudstate.edu,scsu.stcloudstate.edu
St. Lawrence University,stlawu.edu,stlawu.edu,slu.stlawu.edu
,,sunrun.com,
,,surgery.bsd.uchicago.edu,
Southern Utah University,suu.edu,suu.edu,suu.suu.edu
Swansea University,swansea.ac.uk,swan.ac.uk,su.swansea.ac.uk
Swinburne University of Technology,swin.edu.au,swin.edu.au,suot.swin.edu.au
,,symmetryinvestments.com,
,,tax.mpg.de,
Teagasc,teagasc.ie,teagasc.ie,t.teagasc.ie
TED University,tedu.edu.tr,tedu.edu.tr,tu.tedu.edu.tr
,,telecom-paris.fr,
,,texasheart.org,
,,theigc.org,
,,thinkbrg.com,
,,tias.edu,
Nature Conservancy,tnc.org,tnc.org,nc.tnc.org
,,tu-berlin.de,
Delft University of Technology,tudelft.nl,tudelft.nl,duot.tudelft.nl
Twitter Inc,twitter.com,twitter.com,ti.twitter.com
,,u-bourgogne.fr,
University of Paris-Sud,u-psud.fr,u-psud.fr,uop.u-psud.fr
Universidad de Alicante,ua.es,ua.es,uda.ua.es
University of Alaska Fairbanks,alaska.edu,uaa.alaska.edu,uoaf.alaska.edu
University of Alabama at Birmingham,uab.edu,uab.edu,uoaab.uab.edu
Autonomous University of Barcelona,uab.cat,uab.es,auob.uab.cat
,,uai.cl,
,,uam.es,
University of Antwerp,uantwerpen.be,uantwerp.be,uoa.uantwerpen.be
,,uber.com,
,,uca.fr,
,,ucema.edu.ar,
,,uchastings.edu,
,,udg.es,
,,ufc.br,
,,ugm.ac.id,
University of Bergen,uib.no,uib.no,uob.uib.no
,,uigm.ac.id,
Universitat Jaume I,uji.es,uji.es,uji.uji.es
University of Missouri-St. Louis,umsl.edu,umsl.edu,uoml.umsl.edu
"University of North Carolina, Wilmington",uncw.edu,uncw.edu,uoncw.uncw.edu
University of North Florida,unf.edu,unf.edu,uonf.unf.edu
,,uni-bamberg.de,
University of Göttingen,uni-goettingen.de,uni-goettingen.de,uog.uni-goettingen.de
,,uni-graz.at,
"Johannes Gutenberg University, Mainz",uni-mainz.de,uni-mainz.de,jgum.uni-mainz.de
,,uni-vechta.de,
University of Brescia,unibs.it,unibs.it,uob.unibs.it
,,unibw.de,
University of Florence,unifi.it,unifi.it,uof.unifi.it
,,unine.ch,
University of Pavia,unipv.it,unipv.it,uop.unipv.it
,,unisalento.it,
,,univ-lille.fr,
University of Wollongong,uow.edu.au,uow.edu.au,uow.uow.edu.au
,,up.edu.pe,
University of Pennsylvania,upenn.edu,uphs.upenn.edu,uop.upenn.edu
,,ur.de,
University of Rochester,rochester.edu,urmc.rochester.edu,uor.rochester.edu
Ursinus College,ursinus.edu,ursinus.edu,uc.ursinus.edu
Universidad de Sevilla,us.es,us.es,uds.us.es
University of South Dakota,usd.edu,usd.edu,uosd.usd.edu
United States Naval Academy,usna.edu,usna.edu,usna.usna.edu
University of Tampa,ut.edu,ut.edu,uot.ut.edu
University of Tartu,ut.ee,ut.ee,uot.ut.ee
University of Texas-Pan American,utpa.edu,utpa.edu,uota.utpa.edu
,,veracode.com,
University of Freiburg,uni-freiburg.de,vwl.uni-freiburg.de,uof.uni-freiburg.de
RWTH Aachen University,rwth-aachen.de,vwl1.rwth-aachen.de,rau.rwth-aachen.de
Western Carolina University,wcu.edu,wcu.edu,wcu.wcu.edu
West Chester University,wcupa.edu,wcupa.edu,wcu.wcupa.edu
"Wheaton College, Wheaton",wheaton.edu,wheaton.edu,wcw.wheaton.edu
Technical University of Munich,tum.de,wi.tum.de,tuom.tum.de
University of Leipzig,uni-leipzig.de,wifa.uni-leipzig.de,uol.uni-leipzig.de
Western Kentucky University,wku.edu,wku.edu,wku.wku.edu
Washington and Lee University,wlu.edu,wlu.edu,walu.wlu.edu
Western Michigan University,wmich.edu,wmich.edu,wmu.wmich.edu
University of Warsaw,uw.edu.pl,wne.uw.edu.pl,uow.uw.edu.pl
Wageningen University,wur.nl,wur.nl,wu.wur.nl
ZEW Mannheim,zew.de,zew.de,zm.zew.de
Ajou University,ajou.ac.kr,ajou.ac.kr,au.ajou.ac.kr
University of Alaska Fairbanks,alaska.edu,alaska.edu,uoaf.alaska.edu
,,alaskataxlady.com,
,,aqr.com,
,,aqrarbitrage.com,
,,bilgi.edu.tr,
"SEAFARING, MASCULINITIES AND GLOBALIZATION, Minneapolis: University of Minnesota Press, 2011, xii+ 251 pp., $25",保存,bsp.gov.ph,smagmuomp2x2p$.保存
Queen's University,queensu.ca,business.queensu.ca,qu.queensu.ca
University of Munich,lmu.de,bwl.lmu.de,uom.lmu.de
Cleveland Clinic,ccf.org,ccf.org,cc.ccf.org
,,cfm.fr,
,,citadel.com,
National Sun Yat-sen University,nsysu.edu.tw,cm.nsysu.edu.tw,nsyu.nsysu.edu.tw
University of Virginia,virginia.edu,comm.virginia.edu,uov.virginia.edu
Tanta University,tanta.edu.eg,commerce.tanta.edu.eg,tu.tanta.edu.eg
Technical University of Crete,tuc.gr,dpem.tuc.gr,tuoc.tuc.gr
,,du.se,
南洋理工大学,ntu.edu.sg,e.ntu.edu.sg,南.ntu.edu.sg
"European Commission, Joint Research Centre",europa.eu,eba.europa.eu,ecjrc.europa.eu
,,epoch.capital,
Florida International University,fiu.edu,fiu.edu,fiu.fiu.edu
,,fulcrumasset.com,
,,gstt.nhs.uk,
,,icmacentre.ac.uk,
,,iesa.edu.ve,
University of Bern,unibe.ch,ifm.unibe.ch,uob.unibe.ch
Ithaca College,ithaca.edu,ithaca.edu,ic.ithaca.edu
Lancaster University,lancaster.ac.uk,lancs.ac.uk,lu.lancaster.ac.uk
Vanderbilt University,vanderbilt.edu,law.vanderbilt.edu,vu.vanderbilt.edu
,,lsvasset.com,
Feng Chia University,fcu.edu.tw,mail.fcu.edu.tw,fcu.fcu.edu.tw
Huazhong University of Science and Technology,hust.edu.cn,mail.hust.edu.cn,huosat.hust.edu.cn
University of Rome Tor Vergata,uniroma2.it,mat.uniroma2.it,uortv.uniroma2.it
,,milkeninstitute.org,
Max Planck Institute for Human Development,mpib-berlin.mpg.de,mpib-berlin.mpg.de,mpifhd.mpib-berlin.mpg.de
Old Dominion University,odu.edu,odu.edu,odu.odu.edu
Oklahoma State University,okstate.edu,okstate.edu,osu.okstate.edu
,,onehatr.com,
Portland State University,pdx.edu,pdx.edu,psu.pdx.edu
Pohang University of Science and Technology,postech.ac.kr,postech.ac.kr,puosat.postech.ac.kr
,,promontory.com,
,,randalolson.com,
Sacred Heart University,sacredheart.edu,sacredheart.edu,shu.sacredheart.edu
Rochester Institute of Technology,rit.edu,saunders.rit.edu,riot.rit.edu
Massachusetts Institute of Technology,mit.edu,sloan.mit.edu,miot.mit.edu
,,suss.edu.sg,
,,tradefeedr.com,
,,twosigma.com,
University of Alabama in Huntsville,uah.edu,uah.edu,uoaih.uah.edu
Brawijaya University,ub.ac.id,ub.ac.id,bu.ub.ac.id
,,umsystem.edu,
University of Bern,unibe.ch,unibe.ch,uob.unibe.ch
Union College,union.edu,union.edu,uc.union.edu
University of Nebraska at Omaha,unomaha.edu,unomaha.edu,uonao.unomaha.edu
Universitat Oberta de Catalunya,uoc.edu,uoc.edu,uodc.uoc.edu
University of Patras,upatras.gr,upatras.gr,uop.upatras.gr
,,vinva.com,
Victoria University of Wellington,vuw.ac.nz,vuw.ac.nz,vuow.vuw.ac.nz
